0,0,376,748,-1,-1,-1,-1,-1,-1
1,0.013754,34,64,-1,-1,-1,-1,-1,-1
2,0.623625,2118,9446,-1,-1,-1,-1,-1,-1
3,0.243008,2118,9446,-1,-1,-1,-1,-1,-1
4,0.240553,6368,13770,-1,-1,-1,-1,-1,-1
5,2.78384,12233,66015,-1,-1,-1,-1,-1,-1
6,0.139418,12233,66015,0,0.40897,3.14159,2.28089,1e+50,1.92078e+48
8,1.0399,1195,5891,0,0.614843,3.14159,1.98767,2.5562e+09,433921
7,0.002644,1201,5915,0,0.614335,3.14159,1.98815,2.5562e+09,432161
8,0.036835,1196,5892,0,0.615022,3.14159,1.98691,2.5562e+09,433848
9,0.033416,1196,5788,0.0210507,0.640316,3.00172,1.92535,156.58,4.90414
10,0.039154,1196,5788,0.103036,0.701895,2.86306,1.87491,13.3898,4.29743
7,0.00256,1197,5791,0.103036,0.701835,2.86306,1.87521,13.3898,4.29774
8,0.085435,913,4308,0.103036,0.702887,2.86306,1.87423,13.3898,4.2824
9,0.025398,913,4306,0.103036,0.708079,2.86306,1.86374,13.3898,4.24383
10,0.031642,913,4306,0.103036,0.730026,2.86306,1.84229,13.8011,4.12285
7,0.001922,913,4306,0.103036,0.730026,2.86306,1.84229,13.8011,4.12285
8,0.041982,843,3962,0.103036,0.724625,2.86306,1.85038,13.8011,4.16439
9,0.016848,843,3961,0.103036,0.724587,2.86306,1.84931,13.8011,4.1588
10,0.021617,843,3961,0.103036,0.732564,2.86306,1.83894,13.292,4.11462
7,0.001833,843,3961,0.103036,0.732564,2.86306,1.83894,13.292,4.11462
8,0.03045,822,3860,0.103036,0.732963,2.86306,1.83788,13.292,4.115
9,0.015624,822,3860,0.103036,0.73352,2.86306,1.83652,13.292,4.10969
10,0.019913,822,3860,0.103036,0.737704,2.86306,1.83171,13.3055,4.08945
11,0.002419,-1,-1,-1,-1,-1,-1,-1,-1
7,0.001838,845,3929,0.103036,0.736067,2.95956,1.83202,16.0471,4.09831
8,0.029715,812,3793,0.140013,0.735193,2.80092,1.83403,13.3055,4.08773
9,0.014866,812,3795,0.140013,0.735604,2.80092,1.8331,13.3055,4.08157
10,0.019491,812,3795,0.140013,0.738333,2.80092,1.82914,13.4432,4.0669
7,0.001704,816,3807,0.140013,0.738202,2.80092,1.82917,13.4432,4.06788
8,0.024982,809,3779,0.114846,0.737728,2.80092,1.82966,13.4432,4.0695
9,0.015195,809,3779,0.114846,0.737573,2.80092,1.82935,13.4432,4.06805
10,0.018974,809,3779,0.117291,0.739044,2.80092,1.8278,13.559,4.06173
11,0.0013,-1,-1,-1,-1,-1,-1,-1,-1
7,0.002254,921,4232,0.117291,0.727583,2.88299,1.83948,13.559,4.17149
8,0.029374,825,3837,0.117291,0.74127,2.6738,1.82719,13.559,4.04368
9,0.016719,825,3843,0.117291,0.741696,2.6738,1.82563,13.559,4.03859
10,0.018866,825,3843,0.119708,0.744819,2.6738,1.8217,12.2877,4.0203
7,0.002038,871,4019,0.119708,0.741001,2.6738,1.8288,12.8234,4.05261
8,0.027806,820,3822,0.137717,0.745299,2.6738,1.82064,12.2857,4.01051
9,0.015248,820,3819,0.137717,0.745974,2.6738,1.81908,12.2857,4.00733
10,0.018696,820,3819,0.13534,0.747236,2.6738,1.81665,12.4681,3.99875
11,0.001533,-1,-1,-1,-1,-1,-1,-1,-1
7,0.002475,945,4425,0.106216,0.737317,2.80066,1.8247,15.9881,4.10097
8,0.02822,849,3968,0.128874,0.747529,2.67948,1.81813,9.89208,3.99189
9,0.016529,849,3969,0.128874,0.747536,2.67948,1.81798,9.89208,3.99129
10,0.019134,849,3969,0.144563,0.750642,2.6738,1.81425,9.34185,3.97419
8,0.030421,841,3929,0.187193,0.750021,2.6738,1.81492,8.54256,3.97721
12,0.017307,432,1627,0.188166,0.786611,2.65135,1.76712,8.54256,3.78765
13,-1,0,-1,-1,-1,-1,-1,-1,-1
