Time ,_Load ,_Extension ,Time 2,_Load 2,_Extension 2,Time 3,_Load 3,_Extension 3
sec,N,mm,sec,N,mm,sec,N,mm
13.58600044,-0.070647843,0.004018148,12.41499996,-0.084993988,0.007425944,10.00399971,-0.08181493,0.008595784
13.68599987,-0.097896039,0.017038981,12.51500034,-0.110519096,0.019022624,10.10400009,-0.105386183,0.019989015
13.78600025,-0.122371256,0.029398601,12.61499977,-0.136205509,0.03036499,10.20400047,-0.124769136,0.030212403
13.88599968,-0.144350007,0.039469403,12.71500015,-0.155945629,0.040079754,10.3039999,-0.144686788,0.040740968
13.98600006,-0.16586718,0.050404869,12.81499958,-0.17868343,0.05081177,10.40400028,-0.161950305,0.050048828
14.08600044,-0.185311213,0.059967042,12.91499996,-0.196509004,0.060221355,10.50399971,-0.183248892,0.060729981
14.18599987,-0.19874759,0.070139569,13.01500034,-0.21698907,0.070495604,10.60400009,-0.202055752,0.070292153
14.28600025,-0.218333349,0.080261234,13.11499977,-0.238066673,0.080464684,10.70400047,-0.222983822,0.080820719
14.38599968,-0.239583969,0.090179448,13.21500015,-0.257001877,0.090433758,10.8039999,-0.242480919,0.090586349
14.48600006,-0.260348648,0.100555422,13.31499958,-0.27873227,0.100809739,10.90400028,-0.262930244,0.100301113
14.58600044,-0.278637439,0.109965011,13.41499996,-0.297254235,0.110168461,11.00399971,-0.28318572,0.110626221
14.68599987,-0.298913449,0.120595301,13.51500034,-0.319506258,0.120747885,11.10400009,-0.301495403,0.120086675
14.78600025,-0.316369146,0.13000489,13.61499977,-0.337115705,0.130106608,11.20400047,-0.324630409,0.13086955
14.88599968,-0.336016119,0.140584307,13.71500015,-0.360274673,0.140736898,11.3039999,-0.342447728,0.140177406
14.98600006,-0.353963047,0.150400796,13.81499958,-0.379828751,0.150502528,11.40400028,-0.365286231,0.150756838
15.08600044,-0.372528553,0.160369877,13.91499996,-0.400045723,0.160319018,11.50399971,-0.385222524,0.160369877
15.18599987,-0.387823999,0.170644125,14.01500034,-0.422350556,0.170644125,11.60400009,-0.406746149,0.170491534
15.28600025,-0.406605721,0.180104573,14.11499977,-0.442688257,0.180206305,11.70400047,-0.429273933,0.180765797
15.38599968,-0.427731872,0.190938314,14.21500015,-0.467221826,0.190938314,11.8039999,-0.450257033,0.190124512
15.48600006,-0.443201065,0.200144452,14.31499958,-0.486912459,0.200144452,11.90400028,-0.474604845,0.200703944
15.58600044,-0.45965299,0.210622151,14.41499996,-0.511558115,0.210571292,12.00399971,-0.495550394,0.21021525
