Time ,_Load ,_Extension ,Time 2,_Load 2,_Extension 2,Time 3,_Load 3,_Extension 3
11.29500008,-0.055423673,0.002848307,25.65299988,-0.077443331,-0.013275147,11.88099957,-0.063825756,-0.021921795
11.39500046,-0.096183345,0.017191569,25.75300026,-0.119473159,0.000915527,11.98099995,-0.101866506,-0.008900961
11.49499989,-0.127483785,0.02878825,25.85300064,-0.150289804,0.012257894,12.08100033,-0.134294614,0.002644857
11.59500027,-0.156188235,0.040130617,25.95299911,-0.179677472,0.023600262,12.18099976,-0.160152227,0.012766521
11.69499969,-0.181936428,0.050150556,26.0529995,-0.204118267,0.033467612,12.28100014,-0.185811818,0.022989909
11.79500008,-0.207181692,0.060475668,26.15299988,-0.231519327,0.043741864,12.38099957,-0.211575061,0.033213299
11.89500046,-0.231435448,0.070495604,26.25300026,-0.256628871,0.053863529,12.48099995,-0.235623077,0.04308065
11.99499989,-0.253952414,0.080057784,26.35300064,-0.280108154,0.063680018,12.58100033,-0.260637313,0.053710937
12.09500027,-0.279259026,0.090637208,26.45299911,-0.308323205,0.074106851,12.68099976,-0.282616109,0.06306966
12.19499969,-0.301181972,0.100148522,26.5529995,-0.330499798,0.083414714,12.78100014,-0.308439791,0.073598225
12.29500008,-0.327877522,0.110931396,26.65299988,-0.358189166,0.094045005,12.88099957,-0.332439721,0.08326213
12.39500046,-0.350095898,0.120340985,26.75300026,-0.383142352,0.103556318,12.98099995,-0.358372778,0.093739829
12.49499989,-0.375583082,0.130513508,26.85300064,-0.411113441,0.114034017,13.08100033,-0.383263469,0.103708902
12.59500027,-0.398644924,0.140279139,26.95299911,-0.437121838,0.123901365,13.18099976,-0.406003624,0.113169357
12.69499969,-0.423238933,0.150146487,27.0529995,-0.462527931,0.133463545,13.28100014,-0.432648778,0.123697915
12.79500008,-0.449334741,0.160725918,27.15299988,-0.492568851,0.143941244,13.38099957,-0.456780493,0.133107504
12.89500046,-0.472176522,0.169982915,27.25300026,-0.519097507,0.153350833,13.48099995,-0.486680478,0.143788653
12.99499989,-0.500688136,0.180664065,27.35300064,-0.548718989,0.164082856,13.58100033,-0.512160778,0.153299974
13.09500027,-0.525296211,0.190124512,27.45299911,-0.57585597,0.17349243,13.68099976,-0.541359067,0.163777673
13.19499969,-0.552832484,0.200703944,27.5529995,-0.605984569,0.183817552,13.78100014,-0.56841737,0.173441571
13.29500008,-0.576670945,0.210316983,27.65299988,-0.634226799,0.193583182,13.88099957,-0.59682703,0.18346151
13.39500046,-0.603047311,0.220082613,27.75300026,-0.665913165,0.203603107,13.98099995,-0.627958,0.19393921
13.49499989,-0.632694125,0.230509453,27.85300064,-0.698491812,0.214029948,14.08100033,-0.655071437,0.203145348
13.59500027,-0.658733189,0.24002076,27.95299911,-0.727073073,0.223439536,14.18099976,-0.687688529,0.213724779
13.69499969,-0.690504909,0.250803627,28.0529995,-0.760521472,0.234018968,14.28100014,-0.716460645,0.223337818
13.79500008,-0.716675699,0.26000978,28.15299988,-0.789837003,0.243479415,14.38099957,-0.749648631,0.233968109
13.89500046,-0.746780753,0.270436605,28.25300026,-0.824544191,0.254160579,14.48099995,-0.779514849,0.243632006
13.99499989,-0.775674701,0.280253094,28.35300064,-0.856100798,0.263824477,14.58100033,-0.809499681,0.253346778
14.09500027,-0.80476743,0.290120457,28.45299911,-0.88839215,0.273590093,14.68099976,-0.842529416,0.263519294
14.19499969,-0.837605953,0.30064903,28.5529995,-0.923627138,0.283813482,14.78100014,-0.873955727,0.273132318
14.29500008,-0.865553975,0.310007745,28.65299988,-0.954873741,0.293375662,14.88099957,-0.909878492,0.2839152
14.39500046,-0.900293887,0.32068888,28.75300026,-0.992134154,0.304107671,14.98099995,-0.940608621,0.293223071
14.49499989,-0.928753555,0.330047624,28.85300064,-1.023760676,0.313415541,15.08100033,-0.976723194,0.30370077
14.59500027,-0.963083506,0.340728759,28.95299911,-1.061214924,0.323994958,15.18099976,-1.010036707,0.313415541
14.69499969,-0.994371593,0.350341812,29.0529995,-1.093833923,0.333608012,15.28100014,-1.043982863,0.323588058
14.79500008,-1.026142478,0.360209146,29.15299988,-1.130544424,0.343831402,15.38099957,-1.078900456,0.333608012
14.89500046,-1.061372757,0.370534282,29.25300026,-1.167475104,0.3539022,15.48099995,-1.112533212,0.343221036
14.99499989,-1.093318343,0.38019818,29.35300064,-1.201033831,0.363464351,15.58100033,-1.151278734,0.353800453
15.09500027,-1.130982876,0.390879315,29.45299911,-1.240754843,0.374094641,15.68099976,-1.183775067,0.363210042
15.19499969,-1.162167311,0.400136312,29.5529995,-1.274782658,0.38350423,15.78100014,-1.224063396,0.373942079
15.29500008,-1.199296951,0.410512293,29.65299988,-1.314178348,0.394287112,15.88099957,-1.256970286,0.38350423
15.39500046,-1.232172847,0.420125347,29.75300026,-1.349151015,0.403747574,15.98099995,-1.294091463,0.39347331
15.49499989,-1.270350695,0.430450455,29.85300064,-1.38751471,0.413665781,16.08099937,-1.332515717,0.403594982
15.59500027,-1.305849195,0.44047038,29.95299911,-1.426932573,0.423838297,16.18099976,-1.368020177,0.41325888
15.69499969,-1.339231014,0.450083433,30.0529995,-1.462476492,0.433502195,16.28100014,-1.409052253,0.423940044
15.79500008,-1.379606605,0.460764568,30.15299988,-1.50552845,0.444132485,16.38100052,-1.444085956,0.433247886
15.89500046,-1.414145112,0.470123312,30.25300026,-1.541401982,0.453389512,16.4810009,-1.486150861,0.443827332
15.99499989,-1.454512596,0.480702729,30.35300064,-1.585008144,0.46412152,16.58099937,-1.523474932,0.453338638
16.09499931,-1.488707423,0.490163162,30.45299911,-1.621993184,0.473581953,16.68099976,-1.563242435,0.463663746
16.19499969,-1.526962042,0.50023396,30.5529995,-1.662203908,0.483856216,16.78100014,-1.602375865,0.473531109
