Time ,_Load ,_Extension ,Time 2,_Load 2,_Extension 2,Time 3,_Load 3,_Extension 3
12.06999969,-0.035890929,0.007832845,21.64699936,-0.031749506,0.003255208,11.20199966,-0.04560541,0.004628499
12.17000008,-0.037553061,0.02009074,21.74699974,-0.034286786,0.018107097,11.30200005,-0.046046302,0.017801922
12.27000046,-0.038744707,0.031026204,21.84700012,-0.033901356,0.029093426,11.40200043,-0.048937239,0.030008952
12.36999989,-0.039804932,0.041503907,21.9470005,-0.03503992,0.040232342,11.50199986,-0.050460879,0.039774579
12.47000027,-0.040394954,0.051727297,22.04700089,-0.035007764,0.050252282,11.60200024,-0.051795743,0.050506595
12.56999969,-0.041575484,0.062001549,22.14699936,-0.036405802,0.060628256,11.70199966,-0.053397689,0.060017905
12.67000008,-0.042039178,0.071360271,22.24699974,-0.036789328,0.070597336,11.80200005,-0.055518236,0.07054647
12.77000046,-0.042121965,0.081939703,22.34700012,-0.036686949,0.080108643,11.90200043,-0.057317637,0.080413818
12.86999989,-0.042270359,0.09140015,22.4470005,-0.037902061,0.090688074,12.00199986,-0.058177412,0.090128582
12.97000027,-0.04354712,0.102030441,22.54700089,-0.037338283,0.09999593,12.10200024,-0.059979301,0.100606288
13.06999969,-0.043633249,0.111592613,22.64699936,-0.038056679,0.110880537,12.20199966,-0.061159275,0.110066736
13.17000008,-0.043804359,0.121561687,22.74699974,-0.03808742,0.120391851,12.30200005,-0.06226667,0.120747885
13.27000046,-0.044425551,0.131835943,22.84700012,-0.037327189,0.130513508,12.40200043,-0.063853875,0.130106608
13.36999989,-0.045105048,0.141448982,22.9470005,-0.038340274,0.14043173,12.50199986,-0.06569121,0.140482589
13.47000027,-0.045812465,0.152130131,23.04700089,-0.038852122,0.150197346,12.60200024,-0.067519292,0.150299078
13.56999969,-0.045599688,0.16128541,23.14699936,-0.039471604,0.160725918,12.70199966,-0.067830756,0.160319018
13.67000008,-0.046649609,0.171864827,23.24699974,-0.03864044,0.170084633,12.80200005,-0.0697468,0.170694984
13.77000046,-0.047239963,0.181477866,23.34700012,-0.039566677,0.180816656,12.90200043,-0.070086129,0.180002855
13.86999989,-0.048052832,0.191853847,23.4470005,-0.039306339,0.190277104,13.00199986,-0.072399467,0.190531413
13.97000027,-0.048355822,0.201924646,23.54700089,-0.039769731,0.200703944,13.10200024,-0.073578835,0.200042734
14.06999969,-0.048824847,0.211435952,23.64699936,-0.040052012,0.210571292,13.20199966,-0.074292466,0.210723883
14.17000008,-0.049362332,0.221913666,23.74699974,-0.040574703,0.220184331,13.30200005,-0.075668424,0.220336922
14.27000046,-0.050063338,0.231272381,23.84700012,-0.041108534,0.23066203,13.40200043,-0.076102972,0.230255129
14.36999989,-0.051396668,0.242106122,23.9470005,-0.042242914,0.24022421,13.50199986,-0.077191249,0.240529378
14.47000027,-0.053109296,0.25151571,24.04700089,-0.043864593,0.250905374,13.60200024,-0.078602113,0.250091573
14.56999969,-0.054163098,0.2617391,24.14699936,-0.046040781,0.260314962,13.70199966,-0.078599781,0.260772707
14.67000008,-0.055051535,0.271809899,24.24699974,-0.046654306,0.270589197,13.80200005,-0.079884604,0.270080578
14.77000046,-0.05695967,0.281626388,24.34700012,-0.048360586,0.280456559,13.90200043,-0.081477977,0.280609151
14.86999989,-0.057693858,0.292002369,24.4470005,-0.05090243,0.290222175,14.00199986,-0.081780553,0.290222175
14.97000027,-0.05968171,0.301157648,24.54700089,-0.051986732,0.300750748,14.10200024,-0.08314544,0.300598156
15.06999969,-0.060873259,0.311787939,24.64699936,-0.053474352,0.310109463,14.20199966,-0.084708877,0.310618081
15.17000008,-0.062345043,0.321451836,24.74699974,-0.054780476,0.32068888,14.30200005,-0.086189739,0.32002767
