0, 0, 18486, 6162, -1, -1, -1, -1
1, 0.170672, 2080, 4156, -1, -1, -1, -1
2, 0.035976, 3375, 18312, -1, -1, -1, -1
3, 0.206988, 4071, 21945, 276568, 1962.24, 0, -1
7, 0.14649, 3331, 18092, 276568, 2330.62, -1, -1
6, 0.04456, 13750, 73927, 276568, 574.177, -1, -1
7, 0.372441, 5482, 28652, 276568, 1472.5, -1, -1
8, 0.159044, 5482, 27478, 177554, 39.2372, -1, -1
9, 0.088907, 5482, 27478, 177554, 36.805, -1, -1
6, 0.021554, 9606, 46680, 177554, 23.409, -1, -1
7, 0.206632, 5980, 30136, 177554, 33.8982, -1, -1
8, 0.146112, 5980, 30086, 67773.3, 7.4268, -1, -1
9, 0.08493, 5980, 30086, 67773.3, 7.33874, -1, -1
6, 0.02042, 9168, 44244, 67773.3, 6.34631, -1, -1
7, 0.183193, 6086, 30688, 67773.3, 7.2847, -1, -1
8, 0.118241, 6086, 30678, 67773.3, 7.27149, -1, -1
9, 0.079429, 6086, 30678, 67773.3, 7.23, -1, -1
6, 0.01902, 9158, 44218, 67773.3, 6.30917, -1, -1
7, 0.17772, 6206, 31355, 67773.3, 7.17132, -1, -1
8, 0.11964, 6206, 31355, 6.22218, 3.69725, -1, -1
9, 0.089126, 6206, 31355, 6.24683, 3.66703, -1, -1
7, 0.114286, 6117, 30921, 6.24683, 3.66496, -1, -1
4, 2.2036, 6117, 30921, 6.24683, 3.66496, -1, -1
5, 0.151402, 3095, 11575, 6.24683, 3.69999, -1, -1
-1, 2.76863, 3095, 11575, 6.24683, 3.69999, 0, 32
